ogbn-papers100M,"20,15,10",1024,5000000000,SAGE,3,25.6,386.32,48.89,3.28,124.31,23.94,67.56,126895396.0,519763542016.0,1426336240.0
friendster,"20,15,10",1024,4000000000,SAGE,1,18.46,661.47,29.86,1.35,70.65,12.74,51.22,261456537.0,1070925975552.0,957768357.0
friendster,"20,15,10",1024,10000000000,SAGE,1,17.1,291.31,15.14,1.58,62.41,12.68,51.17,76080559.0,311625969664.0,957728461.0
friendster,"20,15,10",1024,15000000000,SAGE,1,16.23,193.71,10.83,1.41,71.03,12.69,49.07,28396067.0,116310290432.0,957823903.0
igb-full,"20,15,10",1024,15000000000,SAGE,1,231.59,6414.4,378.51,20.87,893.95,139.89,654.07,1912122243.0,7832052707328.0,11836753689.0
igb-full,"20,15,10",1024,45000000000,SAGE,1,216.33,2272.87,189.2,23.51,1341.36,142.44,709.29,34272130.0,140378644480.0,11836537899.0
igb-full,"20,15,10",1024,75000000000,SAGE,1,197.98,2217.38,195.26,24.88,1295.52,143.68,638.99,0.0,0.0,11837036358.0
mag240m,"20,15,10",1024,10000000000,SAGE,3,23.05,295.88,31.22,2.28,92.65,19.45,93.72,62645024.0,256594018304.0,1194518546.0
