ogbn-papers100M,"20,15,10",1024,5000000000,SAGE,3,0.0,0.0,10.22,82.2,0.0
friendster,"20,15,10",1024,4000000000,SAGE,1,0.0,0.0,0.0,0.0,0.0
friendster,"20,15,10",1024,10000000000,SAGE,1,0.0,0.0,0.0,0.0,0.0
friendster,"20,15,10",1024,15000000000,SAGE,1,0.0,0.0,0.0,0.0,0.0
igb-full,"20,15,10",1024,15000000000,SAGE,1,0.0,0.0,0.0,0.0,0.0
igb-full,"20,15,10",1024,45000000000,SAGE,1,0.0,0.0,0.0,0.0,0.0
igb-full,"20,15,10",1024,75000000000,SAGE,1,0.0,0.0,0.0,0.0,0.0
